path,resource count,relation count,codebase resources not deployed,codebase resources requires review,discovered packages total,codebase relations dwarf compiled paths,codebase relations dwarf included paths,codebase resources discrepancies total,dwarf compiled paths not mapped total,dwarf included paths not mapped total,from download url,to download url
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/american-fuzzy-lop-debugsource-4.10c-1.fc40.x86_64/d2d-details.json,102,172,14,12,6,42,130,12,12,627,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/american-fuzzy-lop-debugsource-4.10c-1.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/american-fuzzy-lop-debuginfo-4.10c-1.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/4/4ti2-debugsource-1.6.10-9.fc40.x86_64/d2d-details.json,263,228,126,9,1,12,216,9,11,261,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/4/4ti2-debugsource-1.6.10-9.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/4/4ti2-debuginfo-1.6.10-9.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/f/freerdp-debugsource-3.4.0-1.fc40.x86_64/d2d-details.json,1334,345,740,6,5,8,337,6,11,279,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/f/freerdp-debugsource-3.4.0-1.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/f/freerdp-debuginfo-3.4.0-1.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/bristol-debugsource-0.60.11-28.fc40.x86_64/d2d-details.json,326,348,,5,5,57,291,5,11,164,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bristol-debugsource-0.60.11-28.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bristol-debuginfo-0.60.11-28.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/ax25-apps-debugsource-2.0.0-12.fc40.x86_64/d2d-details.json,74,42,,7,3,2,40,7,10,154,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/ax25-apps-debugsource-2.0.0-12.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/ax25-apps-debuginfo-2.0.0-12.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/alembic-debugsource-1.8.6-1.fc40.x86_64/d2d-details.json,368,716,190,8,2,,716,8,10,482,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/alembic-debugsource-1.8.6-1.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/alembic-debuginfo-1.8.6-1.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/airspyone_host-debugsource-1.0.10-6.fc40.x86_64/d2d-details.json,58,27,,10,3,,27,10,10,43,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/airspyone_host-debugsource-1.0.10-6.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/airspyone_host-debuginfo-1.0.10-6.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/f/fcitx-qt5-debugsource-1.2.6-20.fc40.x86_64/d2d-details.json,153,106,,6,4,6,100,6,10,706,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/f/fcitx-qt5-debugsource-1.2.6-20.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/f/fcitx-qt5-debuginfo-1.2.6-20.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/bonnie++-debugsource-2.00a-10.fc40.x86_64/d2d-details.json,55,52,,7,1,2,50,7,10,189,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bonnie++-debugsource-2.00a-10.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bonnie++-debuginfo-2.00a-10.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/bluez-tools-debugsource-0.2.0-0.23.git20170912.7cb788c.fc40.x86_64/d2d-details.json,113,680,,6,1,200,480,6,10,98,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bluez-tools-debugsource-0.2.0-0.23.git20170912.7cb788c.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bluez-tools-debuginfo-0.2.0-0.23.git20170912.7cb788c.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/airinv-debugsource-1.00.9-1.fc40.x86_64/d2d-details.json,138,107,,6,1,4,103,6,9,1366,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/airinv-debugsource-1.00.9-1.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/airinv-debuginfo-1.00.9-1.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/e/ebnetd-debugsource-1.0-47.fc39.x86_64/d2d-details.json,120,204,30,4,2,53,151,4,9,66,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/e/ebnetd-debugsource-1.0-47.fc39.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/e/ebnetd-debuginfo-1.0-47.fc39.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/addrwatch-debugsource-1.0.2-9.fc40.x86_64/d2d-details.json,52,39,,5,0,1,38,5,8,69,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/addrwatch-debugsource-1.0.2-9.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/addrwatch-debuginfo-1.0.2-9.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/apt-cacher-ng-debugsource-3.7.4-6.fc39.x86_64/d2d-details.json,120,158,,6,0,2,156,6,8,588,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/apt-cacher-ng-debugsource-3.7.4-6.fc39.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/apt-cacher-ng-debuginfo-3.7.4-6.fc39.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/advancecomp-debugsource-2.6-3.fc40.x86_64/d2d-details.json,109,448,,5,5,108,340,5,8,242,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/advancecomp-debugsource-2.6-3.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/advancecomp-debuginfo-2.6-3.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/am-utils-debugsource-6.2.0-56.fc40.x86_64/d2d-details.json,160,161,,11,4,98,63,11,8,207,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/am-utils-debugsource-6.2.0-56.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/am-utils-debuginfo-6.2.0-56.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/allegro5-debugsource-5.2.7-9.fc40.x86_64/d2d-details.json,354,285,60,6,2,30,255,6,8,101,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/allegro5-debugsource-5.2.7-9.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/allegro5-debuginfo-5.2.7-9.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/CalcMySky-debugsource-0.3.2-1.fc40.x86_64/d2d-details.json,95,104,,4,0,5,99,4,8,1164,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/CalcMySky-debugsource-0.3.2-1.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/CalcMySky-debuginfo-0.3.2-1.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/bcache-tools-debugsource-1.1-7.fc40.x86_64/d2d-details.json,39,23,,6,2,1,22,6,8,61,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bcache-tools-debugsource-1.1-7.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bcache-tools-debuginfo-1.1-7.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/ast-debugsource-9.2.10-4.fc40.x86_64/d2d-details.json,258,383,,7,3,148,235,7,7,36,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/ast-debugsource-9.2.10-4.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/ast-debuginfo-9.2.10-4.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/f/flickcurl-debugsource-1.26-27.fc40.x86_64/d2d-details.json,105,88,,4,6,8,80,4,7,64,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/f/flickcurl-debugsource-1.26-27.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/f/flickcurl-debuginfo-1.26-27.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/bogl-debugsource-0.1.18-52.fc40.x86_64/d2d-details.json,45,30,8,2,2,2,28,2,7,57,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bogl-debugsource-0.1.18-52.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bogl-debuginfo-0.1.18-52.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/apmd-debugsource-3.2.2-41.fc38.i686/d2d-details.json,26,10,,4,3,,10,4,6,45,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/apmd-debugsource-3.2.2-41.fc38.i686.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/apmd-debuginfo-3.2.2-41.fc38.i686.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/aqsis-debugsource-1.8.2-57.fc40.x86_64/d2d-details.json,556,147,330,4,6,2,145,4,6,1235,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/aqsis-debugsource-1.8.2-57.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/aqsis-debuginfo-1.8.2-57.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/arbor-debugsource-0.7-12.fc40.x86_64/d2d-details.json,198,254,2,3,0,2,252,3,6,354,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/arbor-debugsource-0.7-12.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/arbor-debuginfo-0.7-12.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/apg-debugsource-2.3.0b-46.fc40.x86_64/d2d-details.json,48,66,,4,3,4,62,4,6,39,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/apg-debugsource-2.3.0b-46.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/apg-debuginfo-2.3.0b-46.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/arptools-debugsource-1.0.2-24.20230218git2cf523f.fc40.x86_64/d2d-details.json,26,9,,4,1,,9,4,6,45,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/arptools-debugsource-1.0.2-24.20230218git2cf523f.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/arptools-debuginfo-1.0.2-24.20230218git2cf523f.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/astyle-debugsource-3.1-22.fc40.x86_64/d2d-details.json,30,26,,4,0,,26,4,6,270,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/astyle-debugsource-3.1-22.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/astyle-debuginfo-3.1-22.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/android-file-transfer-debugsource-4.2-12.fc40.x86_64/d2d-details.json,174,334,,4,2,5,329,4,6,578,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/android-file-transfer-debugsource-4.2-12.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/android-file-transfer-debuginfo-4.2-12.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/f/fityk-debugsource-1.3.2-7.fc40.x86_64/d2d-details.json,250,254,,4,6,4,250,4,6,633,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/f/fityk-debugsource-1.3.2-7.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/f/fityk-debuginfo-1.3.2-7.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/e/eurephia-debugsource-1.1.1-11.fc39.x86_64/d2d-details.json,118,73,40,3,3,1,72,3,6,64,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/e/eurephia-debugsource-1.1.1-11.fc39.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/e/eurephia-debuginfo-1.1.1-11.fc39.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/BitchX-debugsource-1.2.1-36.fc40.x86_64/d2d-details.json,156,160,,4,4,7,153,4,6,117,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/BitchX-debugsource-1.2.1-36.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/BitchX-debuginfo-1.2.1-36.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/brial-debugsource-1.2.12-5.fc40.x86_64/d2d-details.json,242,303,,3,2,33,270,3,6,382,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/brial-debugsource-1.2.12-5.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/brial-debuginfo-1.2.12-5.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/bicon-debugsource-0.5-22.fc40.x86_64/d2d-details.json,44,23,,4,2,3,20,4,6,53,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bicon-debugsource-0.5-22.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bicon-debuginfo-0.5-22.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/bird-debugsource-2.15.1-1.fc40.x86_64/d2d-details.json,240,309,1,4,6,101,208,4,6,126,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bird-debugsource-2.15.1-1.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bird-debuginfo-2.15.1-1.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/alure-debugsource-1.2-30.fc40.x86_64/d2d-details.json,48,23,,5,1,,23,5,5,142,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/alure-debugsource-1.2-30.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/alure-debuginfo-1.2-30.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/audiotube-debugsource-24.02.1-1.fc40.x86_64/d2d-details.json,124,91,,1,3,4,87,1,5,451,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/audiotube-debugsource-24.02.1-1.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/audiotube-debuginfo-24.02.1-1.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/attr-debugsource-2.5.2-3.fc40.x86_64/d2d-details.json,44,28,8,4,2,10,18,4,5,46,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/attr-debugsource-2.5.2-3.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/attr-debuginfo-2.5.2-3.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/afpfs-ng-debugsource-0.8.1-43.fc39.x86_64/d2d-details.json,94,70,10,4,2,7,63,4,5,96,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/afpfs-ng-debugsource-0.8.1-43.fc39.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/afpfs-ng-debuginfo-0.8.1-43.fc39.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/a52dec-debugsource-0.7.4-48.fc40.x86_64/d2d-details.json,46,22,8,3,2,11,11,3,5,30,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/a52dec-debugsource-0.7.4-48.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/a52dec-debuginfo-0.7.4-48.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/arprec-debugsource-2.2.19-21.fc40.x86_64/d2d-details.json,130,104,6,4,0,8,96,4,5,144,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/arprec-debugsource-2.2.19-21.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/arprec-debuginfo-2.2.19-21.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/augeas-debugsource-1.13.0-7.fc40.x86_64/d2d-details.json,130,74,39,5,2,1,73,5,5,85,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/augeas-debugsource-1.13.0-7.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/augeas-debuginfo-1.13.0-7.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/anjuta-debugsource-3.34.0-23.fc40.x86_64/d2d-details.json,1087,191,854,4,13,6,185,4,5,282,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/anjuta-debugsource-3.34.0-23.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/anjuta-debuginfo-3.34.0-23.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/arpack-debugsource-3.9.1-3.fc40.x86_64/d2d-details.json,214,188,,3,0,132,56,3,5,6,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/arpack-debugsource-3.9.1-3.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/arpack-debuginfo-3.9.1-3.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/autogen-debugsource-5.18.16-20.fc40.x86_64/d2d-details.json,154,83,54,5,8,4,79,5,5,104,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/autogen-debugsource-5.18.16-20.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/autogen-debuginfo-5.18.16-20.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/allegro-debugsource-4.4.3.1-13.fc40.x86_64/d2d-details.json,327,246,66,5,0,60,186,5,5,101,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/allegro-debugsource-4.4.3.1-13.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/allegro-debuginfo-4.4.3.1-13.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/coolreader-debugsource-3.2.59-16.fc40.x86_64/d2d-details.json,646,604,,1,16,6,598,1,5,280,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/coolreader-debugsource-3.2.59-16.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/coolreader-debuginfo-3.2.59-16.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/e/echolinux-debugsource-0.17a-33.fc39.x86_64/d2d-details.json,36,15,,4,1,1,14,4,5,81,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/e/echolinux-debugsource-0.17a-33.fc39.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/e/echolinux-debuginfo-0.17a-33.fc39.x86_64.rpm#to
